Symbol,Name,Country,Sector,Industry
SBFMW,Sunshine Biopharma Inc. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
RUSHB,Rush Enterprises Inc. Class B,United States,Consumer Discretionary,Other Specialty Stores
RUSHA,Rush Enterprises Inc. Common Stock Cl A,United States,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
MLECW,Moolec Science SA Warrant,Luxembourg,Finance,Blank Checks
SDAWW,SunCar Technology Group Inc. Warrant,Hong Kong,Finance,Blank Checks
BUJAW,Bukit Jalil Global Acquisition 1 Ltd. Warrants,Malaysia,Finance,Blank Checks
MCAFR,Mountain Crest Acquisition Corp. IV Rights,United States,Finance,Blank Checks
BNIXW,Bannix Acquisition Corp. Warrant,United States,Finance,Blank Checks
SCRMW,Screaming Eagle Acquisition Corp. Warrant,United States,Finance,Blank Checks
SCRMU,Screaming Eagle Acquisition Corp. Unit,United States,Finance,Blank Checks
MCAGR,Mountain Crest Acquisition Corp. V Right,United States,Finance,Blank Checks
ENGNW,enGene Holdings Inc. Warrants,Canada,,
SCLXW,Scilex Holding Company Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BNZIW,Banzai International Inc. Warrant,United States,Finance,Blank Checks
BTMWW,Bitcoin Depot Inc. Warrant,United States,Finance,Finance: Consumer Services
BOCNW,Blue Ocean Acquisition Corp Warrants,United States,Finance,Blank Checks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
MDAIW,Spectral AI Inc. Warrants,United States,Health Care,Medical/Dental Instruments
EMLDW,FTAC Emerald Acquisition Corp. Warrant,United States,Finance,Blank Checks
EFTRW,eFFECTOR Therapeutics Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MITAW,Coliseum Acquisition Corp. Warrant,United States,Finance,Blank Checks
RSVRW,Reservoir Media Inc. Warrant,United States,Consumer Discretionary,Movies/Entertainment
BTCTW,BTC Digital Ltd. Warrant,China,Real Estate,Other Consumer Services
EMCGW,Embrace Change Acquisition Corp Warrants,United States,Finance,Blank Checks
RUMBW,Rumble Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
MDRRP,Medalist Diversified REIT Inc. Series A Cumulative Redeemable Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
LTRYW,Lottery.com Inc. Warrants,United States,Technology,Computer Software: Prepackaged Software
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,Finance,Property-Casualty Insurers
QRTEA,Qurate Retail Inc. Series A Common Stock ,United States,Consumer Discretionary,Catalog/Specialty Distribution
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
SOUNW,SoundHound AI Inc. Warrant,United States,Technology,EDP Services
LGHLW,Lion Group Holding Ltd. Warrant,China,Finance,Investment Bankers/Brokers/Service
RBCAA,Republic Bancorp Inc. Class A Common Stock,United States,Finance,Major Banks
LGSTW,Semper Paratus Acquisition Corporation Warrant,United States,Finance,Blank Checks
LGVCW,LAMF Global Ventures Corp. I Warrant,United States,,
BCDAW,BioCardia Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SONDW,Sonder Holdings Inc. Warrants,United States,Consumer Discretionary,Hotels/Resorts
MTEKW,Maris-Tech Ltd. Warrants,Israel,,
RCACU,Revelstone Capital Acquisition Corp. Unit,United States,Finance,Blank Checks
RCACW,Revelstone Capital Acquisition Corp. Warrant,United States,Finance,Blank Checks
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Real Estate,Real Estate Investment Trusts
BEATW,Heartbeam Inc. Warrant,United States,Technology,Retail: Computer Software & Peripheral Equipment
LIDRW,AEye Inc. Warrant,United States,Consumer Discretionary,Auto Parts:O.E.M.
BCSAU,Blockchain Coinvestors Acquisition Corp. I Unit,Cayman Islands,Finance,Blank Checks
BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant,Cayman Islands,Finance,Blank Checks
LIFWW,MSP Recovery Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
BCTXW,BriaCell Therapeutics Corp. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
LILAK,Liberty Latin America Ltd. Class C Common Stock,United States,Telecommunications,Cable & Other Pay Television Services
DUETW,DUET Acquisition Corp. Warrant,Malaysia,Finance,Blank Checks
LILMW,Lilium N.V. Warrants,Germany,Industrials,Aerospace
RCKTW,Rocket Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MSSAU,Metal Sky Star Acquisition Corporation Unit,United States,Finance,Blank Checks
SNFCA,Security National Financial Corporation Class A Common Stock,United States,Finance,Finance: Consumer Services
SPECW,Spectaire Holdings Inc. Warrant,United States,Finance,Blank Checks
CCGWW,Cheche Group Inc. Warrant,China,,
LFMDP,LifeMD Inc. 8.875% Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Medical/Nursing Services
LFLYW,Leafly Holdings Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
LCFYW,Locafy Limited Warrant,Australia,,
FAZEW,FaZe Holdings Inc. Warrant,United States,Industrials,Industrial Machinery/Components
SQFTW,Presidio Property Trust Inc. Series A Common Stock Purchase Warrants,United States,Real Estate,Real Estate Investment Trusts
SQFTP,Presidio Property Trust Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock $0.01 par value per share,United States,Real Estate,Real Estate Investment Trusts
QRTEB,Qurate Retail Inc. Series B Common Stock ,United States,Consumer Discretionary,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
QSIAW,Quantum-Si Incorporated Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,United States,Finance,Major Banks
FATBW,FAT Brands Inc. Warrant,United States,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,United States,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,United States,Consumer Discretionary,Restaurants
CCNEP,CNB Financial Corporation Depositary Shares each representing a 1/40th ownership interest in a share of 7.125% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
LDTCW,LeddarTech Holdings Inc. Warrants,United States,Finance,Blank Checks
MVSTW,Microvast Holdings Inc. Warrants,United States,Miscellaneous,Industrial Machinery/Components
BATRA,Atlanta Braves Holdings Inc. Series A Common Stock,United States,Consumer Discretionary,Movies/Entertainment
BATRK,Atlanta Braves Holdings Inc. Series C Common Stock,United States,Consumer Discretionary,Movies/Entertainment
BAYAU,Bayview Acquisition Corp Unit,United States,,
MVLAW,Movella Holdings Inc. Warrant,United States,Technology,EDP Services
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Technology,Computer Software: Prepackaged Software
LEXXW,Lexaria Bioscience Corp. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
SPKLU,Spark I Acquisition Corp. Unit,United States,,
BBLGW,Bone Biologics Corp Warrants,United States,Health Care,Industrial Specialties
EVLVW,Evolv Technologies Holdings Inc. Warrant,United States,Technology,Computer peripheral equipment
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,Finance,Property-Casualty Insurers
BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,United States,Finance,Life Insurance
SLNAW,Selina Hospitality PLC Warrant,United Kingdom,Finance,Blank Checks
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,Finance,Finance: Consumer Services
REVBW,Revelation Biosciences Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SLGCW,SomaLogic Inc. Warrant,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SLDPW,Solid Power Inc. Warrant,United States,Energy,Electrical Products
BHACW,Focus Impact BH3 Acquisition Company Warrants,United States,Finance,Blank Checks
SLAMW,Slam Corp. warrant,United States,Finance,Blank Checks
SLAMU,Slam Corp. Unit,United States,Finance,Blank Checks
SLACW,Social Leverage Acquisition Corp I Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50,United States,Finance,Finance: Consumer Services
SLACU,Social Leverage Acquisition Corp I Units each consisting of one share of Class A common stock and one-fourth of one redeemable warrant,United States,Finance,Finance: Consumer Services
BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,United States,Finance,Life Insurance
BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C,United States,Finance,Life Insurance
EVGOW,EVgo Inc. Warrants,United States,Consumer Discretionary,Other Specialty Stores
BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B,United States,Finance,Life Insurance
BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A,United States,Finance,Life Insurance
LSEAW,Landsea Homes Corporation Warrant,United States,Consumer Discretionary,Homebuilding
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,Consumer Discretionary,Movies/Entertainment
SKGRW,SK Growth Opportunities Corporation Warrant,United States,Finance,Blank Checks
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States,Consumer Discretionary,Movies/Entertainment
ESLAW,Estrella Immunopharma Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BIAFW,bioAffinity Technologies Inc. Warrant,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,Industrials,Broadcasting
ESHAR,ESH Acquisition Corp. Right,United States,Finance,Blank Checks
RGTIW,Rigetti Computing Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment
EACPW,Edify Acquisition Corp. Warrant,United States,Finance,Blank Checks
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,United States,Technology,EDP Services
CAPTW,Captivision Inc. Warrant,United Kingdom,Finance,Blank Checks
BFRIW,Biofrontera Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BEEMW,Beam Global Warrant,United States,Technology,Semiconductors
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,United States,Technology,EDP Services
LIXTW,Lixte Biotechnology Holdings Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
BELFA,Bel Fuse Inc. Class A Common Stock,United States,,
BELFB,Bel Fuse Inc. Class B Common Stock,United States,,
MSAIW,Infrared Cameras Holdings Inc. Warrant,United States,Finance,Blank Checks
DWACU,Digital World Acquisition Corp. Units,United States,Technology,Computer Software: Programming Data Processing
BENFW,Beneficient Warrant,United States,Finance,Blank Checks
SNAXW,Stryve Foods Inc. Warrant,United States,Consumer Staples,Packaged Foods
DWACW,Digital World Acquisition Corp. Warrants,United States,Technology,Computer Software: Programming Data Processing
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,United States,Industrials,Broadcasting
SMXWW,SMX (Security Matters) Public Limited Company Warrant,Ireland,Finance,Blank Checks
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,United States,Industrials,Broadcasting
RDZNW,Roadzen Inc. Warrants,United States,Finance,Blank Checks
BETRW,Better Home & Finance Holding Company Warrant,United Kingdom,Finance,Finance: Consumer Services
LMDXW,LumiraDx Limited Warrant,Cayman Islands,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
EUDAW,EUDA Health Holdings Limited Warrant,Singapore,,
REGCO,Regency Centers Corporation 5.875% Series B Cumulative Redeemable Preferred Stock,United States,,
REGCP,Regency Centers Corporation 6.25% Series A Cumulative Redeemable Preferred Stock,United States,,
BFIIW,BurgerFi International Inc. Warrant ,Mexico,Consumer Discretionary,Restaurants
LNZAW,LanzaTech Global Inc. Warrant,United States,Industrials,Major Chemicals
BFRGW,Bullfrog AI Holdings Inc. Warrants,United States,Technology,Retail: Computer Software & Peripheral Equipment
RELIW,Reliance Global Group Inc. Series A Warrants,United States,Finance,Specialty Insurers
IOACW,Innovative International Acquisition Corp. Warrants,United States,Finance,Blank Checks
JFBRW,Jeffs' Brands Ltd Warrant,Israel,Consumer Discretionary,Other Specialty Stores
BRSHW,Bruush Oral Care Inc. Warrant,Canada,,
HHGCW,HHG Capital Corporation Warrant,Hong Kong,Finance,Blank Checks
WVVIP,Willamette Valley Vineyards Inc. Series A Redeemable Preferred Stock,United States,Consumer Staples,Beverages (Production/Distribution)
AIMAU,Aimfinity Investment Corp. I Unit,United States,Finance,Blank Checks
AIMAW,Aimfinity Investment Corp. I Warrant,United States,Finance,Blank Checks
AIMBU,Aimfinity Investment Corp. I Subunit,United States,Finance,Blank Checks
OCEAW,Ocean Biomediacal Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AIMDW,Ainos Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
HWCPZ,Hancock Whitney Corporation 6.25% Subordinated Notes due 2060,United States,Finance,Major Banks
GIPRW,Generation Income Properties Inc Warrant,United States,Real Estate,Real Estate Investment Trusts
XBIOW,Xenetic Biosciences Inc. Warrants,United States,Health Care,Biotechnology: Pharmaceutical Preparations
XBPEW,XBP Europe Holdings Inc. Warrant,United States,Consumer Discretionary,Business Services
NUBIW,Nubia Brand International Corp. Warrant,United States,Finance,Blank Checks
OCFCP,OceanFirst Financial Corp. Depositary Shares,United States,Finance,Major Banks
NVNIW,Nvni Group Limited Warrants,Cayman Islands,Finance,Blank Checks
VMCAW,Valuence Merger Corp. I Warrant,United States,Finance,Blank Checks
HYMCL,Hycroft Mining Holding Corporation Warrants,United States,Basic Materials,Precious Metals
VLYPP,Valley National Bancorp 6.25% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,United States,Consumer Discretionary,Air Freight/Delivery Services
XELAP,Exela Technologies Inc. 6.00% Series B Cumulative Convertible Perpetual Preferred Stock,United States,Consumer Discretionary,Business Services
VLYPO,Valley National Bancorp 5.50% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
AISPW,Airship AI Holdings Inc. Warrants,United States,Finance,Blank Checks
OSAAW,ProSomnus Inc. Warrant,United States,Health Care,Medical Specialities
